supplier,supplier_label,supplier_name,spend,transactions
GB883967847,The Demolition Consultancy Ltd,The Demolition Consultancy Ltd,1625.0,1
GB461966069,WINA Tutorial College,WINA Tutorial College,1610.0,3
164229,Caroline Vallance T/A Caroline Coat,Caroline Vallance T/A Caroline Coat,1600.0,10
GB254094212,Hills Lettings Ltd T/A Hills Lettin,Hills Lettings Ltd T/A Hills Lettin,1600.0,1
168863,New Care Opco (Woodford) Ltd,New Care Opco (Woodford) Ltd,1600.0,2
GB327940487,Riverside Installations Limited,Riverside Installations Limited,1600.0,2
GB561012488,Age UK Trafford,Age UK Trafford,1586.6599999999999,33
GB551428257,Dotted Eyes Ltd T/A MISO,Dotted Eyes Ltd T/A MISO,1580.0,1
GB495905541,ETC CHAUFFEUR LTD T/A ETC CHAUFFEUR,ETC CHAUFFEUR LTD,1575.18,3
167730,Cloverleaf Advocacy 2000 Ltd,Cloverleaf Advocacy 2000 Ltd,1574.2200000000003,3
GB140913437,WTB Solicitors LLP,WTB Solicitors LLP,1574.06,1
167253,The Mericourt Nursery Ltd,The Mericourt Nursery Ltd,1560.0,1
GB342648942,The Chartered Inst of Proc & Supply,The Chartered Inst of Proc & Supply,1558.5,2
GB117124253,Bella Windows Ltd,Bella Windows Ltd,1540.0,14
GB472360203,Intercard Group Limited,Intercard Group Limited,1539.9,9
164821,My3 Limited,My3 Limited,1529.75,9
GB145217583,Bannister Preston Solicitors,Bannister Preston Solicitors,1526.25,11
GB795862660,Chartered Trading Standards Inst,Chartered Trading Standards Inst,1515.15,3
GB298370458,The Bridge Trading Company,The Bridge Trading Company,1515.0,2
GB661950915,Signalong the Communication Charity,Signalong the Communication Charity,1514.2,7
GB204605152,Mark Batey Associates Ltd,Mark Batey Associates Ltd,1513.7,2
168197,DTL Access Ltd,DTL Access Ltd,1509.17,3
GB177785447,Books Asia,Books Asia,1508.28,4
GB486153568,Core Estates Nw Limited,Core Estates Nw Limited,1507.0,1
GB478379919,Dish Events & Catering,Dish Events & Catering,1503.6,4
153203,United Utilities Department,United Utilities Department,1500.0,1
GB127248178,Derbyshire County Council,Derbyshire County Council,1500.0,1
167572,Salford Foster Carers Association,Salford Foster Carers Association,1500.0,1
GB317256606,WeMakeAudio Ltd T/A WeMakeAudio/Jam,WeMakeAudio Ltd T/A WeMakeAudio/Jam,1500.0,1
160317,Cambian Education Services Ltd,Cambian Education Services Ltd,1500.0,1
162618,Reliance Social Housing CIC,Reliance Social Housing CIC,1497.3,1
GB164216425,Pixel Financial Management Ltd,Pixel Financial Management Ltd,1490.0,1
164395,St John Street Chambers,St John Street Chambers,1489.0,5
GB537928112,Physical Company Ltd,Physical Company Ltd,1485.94,1
GB119172521,Independent Life Solutions Ltd,Independent Life Solutions Ltd,1477.82,35
166382,ICANN,ICANN,1477.5,1
GB213312955,Equal Education,Equal Education,1472.0,4
GB119579241,G Ryder & Co Limited,G Ryder & Co Limited,1470.28,1
GB902475439,ABC North West Ltd,ABC North West Ltd,1462.5,4
GB471406112,GB Trophies Ltd,GB Trophies Ltd,1457.0,2
GB575922800,CIA Fire & Security Limted,CIA Fire & Security Limted,1454.0,5
168635,Urban Life Property Letting and Mgm,Urban Life Property Letting and Mgm,1450.0,1
167722,Mohsen / Jerr Property,Mohsen / Jerr Property,1450.0,1
168755,My Solution Wellbeing,My Solution Wellbeing,1450.0,1
GB676285493,Thornbury Nursing Services,Thornbury Nursing Services,1446.94,6
164924,RASHEEDAH BANKOLE T/A FARASKAM LTD,RASHEEDAH BANKOLE T/A FARASKAM LTD,1440.0,3
GB974370789,Optimised IT Limited,Optimised IT Limited,1431.72,14
156132,Gemma Armer T/A Onyx Acad of Dance,Gemma Armer T/A Onyx Acad of Dance,1430.0,1
GB197561267,RMN BIA and AMHP Servies Ltd,RMN BIA and AMHP Servies Ltd,1411.2,12
GB280061977,Staffordshire CC (Highways Lab),Staffordshire CC (Highways Lab),1402.65,12
GB768190105,Fido PR Limited,Fido PR Limited,1400.0,1
167003,The Theatre Company Blah Blah Blah!,The Theatre Company Blah Blah Blah!,1400.0,1
168626,Mahdlo (Oldham Youth Zone),Mahdlo (Oldham Youth Zone),1400.0,2
GB809707216,Banya Family Placement Agency Ltd,Banya Family Placement Agency Ltd,1388.04,2
GB230453641,Immersion Theatre,Immersion Theatre,1385.15,1
168134,Mecrow Medical Services Ltd,Mecrow Medical Services Ltd,1380.0,1
GB308701323,Liftesc Limited,Liftesc Limited,1375.0,1
GB153275515,Makin Projects,Makin Projects,1372.86,1
GB151706386,Florence Roby Ltd,Florence Roby Ltd,1372.75,1
160433,Speechwise 2 Ltd,Speechwise 2 Ltd,1358.0,5
GB343412878,Thomas Fattorini Ltd,Thomas Fattorini Ltd,1351.13,4
GB172849966,Nominet UK,Nominet UK,1350.16,8
GB252497684,PE Passport,PE Passport,1350.0,1
GB427878737,TEYC Ltd,TEYC Ltd,1350.0,3
168805,Michad Properties Limited,Michad Properties Limited,1345.0,1
GB236397245,British Pest Control Association (B,British Pest Control Association (B,1339.0,1
GB268164873,Lisa Richards UK LTD,Lisa Richards UK LTD,1331.21,1
167610,Mossley Hollins High School,Mossley Hollins High School,1330.0,3
GB576134334,Ecolab Ltd,Ecolab Ltd,1325.0,2
GB172184511,Bread and Butter Creative Ltd,Bread and Butter Creative Ltd,1307.0,6
167254,Greater Manchester Youth Federation,Greater Manchester Youth Federation,1305.0,2
GB654970895,Central & North West London NHS FT,Central & North West London NHS FT,1301.99,18
GB388690391,Lyn Oakes Ltd,Lyn Oakes Ltd,1296.78,1
GB166322514,H2O Flowtech Ltd,H2O Flowtech Ltd,1296.38,3
GB218979065,Bremner and Bremner Co Ltd,Bremner and Bremner Co Ltd,1292.16,3
GB778045304,ITS Training (UK) Ltd.,ITS Training (UK) Ltd.,1288.0,1
155525,The Foster Care Charity,The Foster Care Charity,1286.8299999999997,8
GB677593082,Belle Vue (Manchester) Ltd,Belle Vue (Manchester) Ltd,1275.0,2
165011,Mak Connect Ltd,Mak Connect Ltd,1267.8,10
GB923276818,Wolf Laundry Ltd,Wolf Laundry Ltd,1260.0,12
167997,Oulder Hill Leadership Academy,Oulder Hill Leadership Academy,1260.0,5
168749,Steve Longbottom Photography,Steve Longbottom Photography,1250.0,1
GB149283837,Salford City Council,St Patricks RC High School,1248.0,2
167613,The Harmony Trust,The Harmony Trust,1210.0,3
GB908894867,Technical & Development Services,Technical & Development Services,1200.0,1
GB888809938,ACAS,ACAS,1200.0,1
GB158556040,Stockport MBC (Accts Receiveable),Cheadle Catholic Infant School,1200.0,1
GB564553916,St John Ambulance,St John Ambulance,1190.0,2
167541,Ambition Is Good Ltd,Ambition Is Good Ltd,1188.0,2
GB403511449,EnvoSure Limited,EnvoSure Limited,1176.0,1
GB213329300,Pitney Bowes Limited,Pitney Bowes Limited,1170.58,8
GB185011332,Champion Cleaning Services Ltd,Champion Cleaning Services Ltd,1170.0,6
GB986615372,Well Informed Ltd,Well Informed Ltd,1162.0,1
GB477518116,Ferret Information Systems Ltd,Ferret Information Systems Ltd,1161.5,2
GB598070603,Andrew Melling Ltd,Andrew Melling Ltd,1161.25,3
GB107483420,Collaborate and Innovate Ltd,Collaborate and Innovate Ltd,1154.79,20
GB316416226,TraffordCity Snowcentre Ltd,TraffordCity Snowcentre Ltd,1145.83,1
GB336722205,Keep Britain Tidy,Keep Britain Tidy,1145.0,2
GB169161156,Wilkes Catering Supplies Ltd,Wilkes Catering Supplies Ltd,1137.69,5
GB234041115,D and B Solutions UK Ltd,D and B Solutions UK Ltd,1137.5,1
GB152847160,Warrington Borough Council,Newchurch Primary School,1137.0,2
GB232001381,PrescQIPP C.I.C.,PrescQIPP C.I.C.,1125.0,3
120176,Dr A K Sahal T/A The Family Surgery,Dr A K Sahal T/A The Family Surgery,1120.0,3
166569,More Than Speech Therapy Ltd,More Than Speech Therapy Ltd,1116.8,4
168833,J Cardwell Expert Reports Ltd,J Cardwell Expert Reports Ltd,1107.0,2
102615,Kevin Flanagan T/A St Antonys Centr,Kevin Flanagan T/A St Antonys Centr,1106.0,3
GB165662152,Sefton Council,Sefton Council,1100.0,1
156205,Della Holliday Ltd,Della Holliday Ltd,1100.0,1
168072,S4YC LTD,S4YC LTD,1095.06,3
GB107142944,S&S Marquees Limited,S&S Marquees Limited,1090.0,5
GB483797387,United Utilities Water Plc,United Utilities Water Plc,1087.0,4
165267,Tom Hardwicke T/A Folksy Theatre,Tom Hardwicke T/A Folksy Theatre,1082.09,1
GB976181976,P M Leyland Ltd,P M Leyland Ltd,1075.0,3
GB232555575,Screwfix Direct Ltd,Screwfix Direct Ltd,1065.57,22
158588,Care Direct (Salford) Ltd,Care Direct (Salford) Ltd,1065.15,15
GB234320251,Harry & Partners Ltd,Harry & Partners Ltd,1064.58,34
GB918510332,HCRG Care Services Ltd,HCRG Care Services Ltd,1062.0,10
GB220421764,The Peoples Theatre Company,The Peoples Theatre Company,1060.0,1
167381,Malcolm Barton T/A Zebra Promotions,Malcolm Barton T/A Zebra Promotions,1050.0,1
GB529114555,Prestige Network Limited,Prestige Network Limited,1048.1,3
GB126662217,Innotec Hygiene Solutions Limited,Innotec Hygiene Solutions Limited,1047.0,1
GB560748233,Knightsbridge VendingÂ Ltd,Knightsbridge VendingÂ Ltd,1046.0,14
GB145150887,Broomwood Pharmacy Ltd,Broomwood Pharmacy Ltd,1042.12,56
GB673317529,Motor Accident Protection Serv Ltd,Motor Accident Protection Serv Ltd,1028.25,4
GB727002468,Aluminium Access Products Ltd,Aluminium Access Products Ltd,1025.0,1
GB719407820,Drainage Consultants LTD,Drainage Consultants LTD,1020.0,1
GB410068542,Elevate Youth Ltd,Elevate Youth Ltd,1012.8,1
165018,Jo Lavelle T/A Jo Lavelle Jewellery,Jo Lavelle T/A Jo Lavelle Jewellery,1011.26,2
167116,Smiley Sports,Smiley Sports,1011.0,4
163154,Pop N Olly Ltd,Pop N Olly Ltd,1000.0,2
GB973463589,Civic Engineers Limited,Civic Engineers Limited,1000.0,2
168298,My Place Homes Ltd,My Place Homes Ltd,1000.0,2
163156,Adam Carver T/A Fatt Projects Ltd,Adam Carver T/A Fatt Projects Ltd,1000.0,1
164443,Superfan Performance Ltd T/A Superf,Superfan Performance Ltd T/A Superf,1000.0,1
GB462471589,Secret Planet Limited,Secret Planet Limited,1000.0,1
GB561273255,GADCCTI Ltd T/A A&SCC,GADCCTI Ltd T/A A&SCC,1000.0,1
GB267797044,Redactive Publishing Ltd,Redactive Publishing Ltd,999.0,1
GB931858305,Matrix Group T/A Matrix Biohazard S,Matrix Group T/A Matrix Biohazard S,995.0,1
GB927388680,Sight & Sound Technology Ltd,Sight & Sound Technology Ltd,995.0,1
167840,Choir Boys Productions,Choir Boys Productions,993.34,1
GB785115910,Escape Fitness LTD,Escape Fitness LTD,985.0,1
GB437019503,SkyPeople Training Limited,SkyPeople Training Limited,985.0,1
GB266933272,A Consultancy Services Ltd,A Consultancy Services Ltd,980.0,1
168679,The Property File - DEPOSITS,The Property File - DEPOSITS,980.0,1
GB177923761,Hyperfine Media Ltd,Hyperfine Media Ltd,975.0,1
GB980705604,Social Business International Ltd,Social Business International Ltd,975.0,1
GB210198737,Andrew Jenner Ltd,Andrew Jenner Ltd,975.0,1
GB124781023,Epos Now Ltd,Epos Now Ltd,973.0,2
GB457463424,Cohens Chemist (Altrincham),Cohens Chemist (Altrincham),957.9399999999999,23
168315,Little Seeds Music CIC,Little Seeds Music CIC,950.0,1
GB837156024,UK Association for Music Education,UK Association for Music Education,950.0,2
GB580583816,The Association of Electoral Admini,The Association of Electoral Admini,939.5,3
GB682617905,SP Services (UK) Ltd,SP Services (UK) Ltd,931.94,1
GB104205964,JCS Online Resources Ltd,JCS Online Resources Ltd,926.1999999999999,2
GB150591479,Hirequirements Limited,Hirequirements Limited,923.0,6
167817,Home Service,Home Service,918.8,1
GB174577669,More than loft ladders,More than loft ladders,915.9,1
GB645243445,Human Focus International Ltd,Human Focus International Ltd,900.0,1
160708,The Herd Theatre,The Herd Theatre,900.0,1
123737,2nd Timperley Scout Group,2nd Timperley Scout Group,900.0,3
167188,Bowdon Allotment and Garden Society,Bowdon Allotment and Garden Society,896.0,4
GB973535003,Dynamic FM Ltd,Dynamic FM Ltd,893.6700000000001,4
116764,Leisure For Autism,Leisure For Autism,890.0,3
167415,Bamford Academy,Bamford Academy,880.0,2
GB846231923,AttoLife Ltd,AttoLife Ltd,879.38,5
GB137632314,SPL Fire Safety Ltd,SPL Fire Safety Ltd,872.5,1
GB358963890,Cyclists Touring Club T/A Cycling U,Cyclists Touring Club T/A Cycling U,866.7800000000001,3
GB290885854,Supply Chain Coordination Ltd,Supply Chain Coordination Ltd,858.88,28
100681,Kenneth Jarvis Photography,Kenneth Jarvis Photography,857.42,4
GB700602494,Thriiver Limited,Thriiver Limited,851.0,2
166848,Fifield Training Ltd.,Fifield Training Ltd.,850.0,1
GB787875936,Kenworthy's Chambers,Kenworthy's Chambers,850.0,6
166331,The Property File Ltd - RENT,The Property File Ltd - RENT,850.0,1
164039,One Tenth Human,One Tenth Human,850.0,1
GB470178882,The Cleaners Hub Ltd T/A Maid Up No,The Cleaners Hub Ltd T/A Maid Up No,850.0,1
126393,Touchdown Dance,Touchdown Dance,842.0,6
GB880720227,Hbinfo Ltd,Hbinfo Ltd,840.0,2
GB425176991,Blue Rhino Graphix Ltd,Blue Rhino Graphix Ltd,840.0,1
GB149151958,Manchester City Council,The King David High School,834.0,2
GB593735990,DELTA TELECOM SOUND & SECURITY LTD,DELTA TELECOM SOUND & SECURITY LTD,832.5,1
GB803814742,ParentPay Ltd,ParentPay Ltd,829.16,8
GB654923417,Guy's and St Thomas' NHS FT,Guy's and St Thomas' NHS FT,823.3299999999999,4
GB679216011,PCT Healthcare Ltd (Peak Pharmacy),PCT Healthcare Ltd (Peak Pharmacy),822.51,20
GB487856126,re-form Landscape Architecture (202,re-form Landscape Architecture (202,815.0,1
167852,OffTheJackel Ltd,OffTheJackel Ltd,800.0,1
GB302783027,Wrongsemble,Wrongsemble,800.0,1
GB427388077,LJR GROUP LTD,LJR GROUP LTD,800.0,2
167895,Half a String,Half a String,800.0,1
166663,The Greater Manchester Trust for Re,The Greater Manchester Trust for Re,800.0,1
GB677339196,Timberwise (UK) Ltd,Timberwise (UK) Ltd,795.0,2
GB128883379,1st Line Defence Limited,1st Line Defence Limited,795.0,2
GB654947005,Barts Health NHS Trust,Barts Health NHS Trust,793.0,2
GB654400165,Sheffield Teaching Hospitals NHS FT,Sheffield Teaching Hospitals NHS FT,791.0,5
167789,Mather Care Limited,Mather Care Limited,790.0,1
167526,Grace Urum T/A Eden Cleaners,Grace Urum T/A Eden Cleaners,790.0,1
GB446029455,Filmbank Distributors Ltd,Filmbank Distributors Ltd,783.0,9
GB864466589,AQA Education,AQA Education,770.35,1
GB133114659,Matthew Carey,Matthew Carey,762.5,1
GB273181702,Neurobox Ltd,Neurobox Ltd,761.0,2
GB435681088,Sketchbook Design MCR Ltd,Sketchbook Design MCR Ltd,755.89,9
167646,Batala Manchester,Batala Manchester,750.0,1
GB909171620,Rise & Amplify,Rise & Amplify,750.0,1
GB640643259,Kirklees Theatre Trust,Kirklees Theatre Trust,750.0,1
163610,Caroline Boyd T/A Boy Oh Boy Design,Caroline Boyd T/A Boy Oh Boy Design,750.0,1
GB214058146,Struktura Engineering Services Ltd,Struktura Engineering Services Ltd,750.0,1
166524,The Cequin Circus,The Cequin Circus,750.0,1
GB449755150,JJâs Caribbean Kitchen and Bar Ltd,JJâs Caribbean Kitchen and Bar Ltd,750.0,1
GB295352968,Lighthouse Security Ltd,Lighthouse Security Ltd,749.56,2
165892,Stretford Grammar School,Stretford Grammar School,742.3199999999999,2
159885,Independent Prov of Special Edu Adv,Independent Prov of Special Edu Adv,736.0,2
GB792737680,Table Linen Company Ltd,Table Linen Company Ltd,721.22,8
165889,Crossens Nursery School,Crossens Nursery School,720.0,1
110148,Sharon Youth Association,Sharon Youth Association,720.0,7
GB102838980,The Book Service Ltd,The Book Service Ltd,719.1,1
GB942950213,Dizions Ltd T/A Charitylog,Dizions Ltd T/A Charitylog,719.0,1
GB123353839,National Day Nurseries Association,National Day Nurseries Association,715.35,7
166609,The Mindful Learning Project Ltd,The Mindful Learning Project Ltd,715.05,1
166948,The Ray and Diana Harryhausen Found,The Ray and Diana Harryhausen Found,712.19,3
158274,Lawyers in Local Government,Lawyers in Local Government,705.0,1
111076,Sale Brass Band,Sale Brass Band,700.0,2
GB227857923,Thompsons Solictors LLP,Thompsons Solictors LLP,700.0,2
167486,LTE Group,LTE Group,700.0,2
167470,St. Joseph Catholic Primary,St. Joseph Catholic Primary,699.0,1
GB894889433,Commify UK Ltd,Commify UK Ltd,696.25,25
GB232733230,Caring For Care Limited,Caring For Care Limited,695.0,1
GB439247474,LP SD Forty Six Ltd,LP SD Forty Six Ltd,694.63,34
165518,Sarah Parr Decorating,Sarah Parr Decorating,694.12,6
GB974689547,Greater Manchester TreeStation Ltd,Greater Manchester TreeStation Ltd,692.56,2
GB250760421,NCCTC Limited,NCCTC Limited,690.6,3
GB889506368,Shield Products Ltd,Shield Products Ltd,689.0,1
167227,Manchester 31 Boxing Academy,Manchester 31 Boxing Academy,676.48,2
102007,TV Licensing,TV Licensing,675.0,2
165343,Executive Trophies,Executive Trophies,662.9,4
168589,Oswaldtwistle Funeral Care,Oswaldtwistle Funeral Care,661.0,3
166159,Family Court Lancashire Police,Family Court Lancashire Police,658.3,5
162729,Robert Lloyd Parry,Robert Lloyd Parry,657.03,1
GB461582485,Progress Arc Ltd,Flourish Learning Ltd,650.0,1
GB584940013,RICS (Royal Inst of Ch Surveyors),RICS (Royal Inst of Ch Surveyors),650.0,1
166908,UCS Medical Ltd,UCS Medical Ltd,650.0,3
GB466845545,ATEM Trading Co Ltd T/A The Bridge,ATEM Trading Co Ltd T/A The Bridge,642.5,2
GB720348755,Campbell Associates LimitedÂ,Campbell Associates LimitedÂ,642.4,1
GB314304057,Flex360 LTD,Flex360 LTD,640.0,1
168710,Thomas David Lloyd T/A TDL Care Ltd,Thomas David Lloyd T/A TDL Care Ltd,640.0,3
GB581472136,Covergold Ltd,Covergold Ltd,635.0,2
GB730859520,RELX (UK) Ltd,RELX (UK) Ltd T/A LexisNexis UK,629.0,1
101994,GIVE AS YOU EARN,GIVE AS YOU EARN,622.0,12
GB337055605,Assoc Direct of Env Eco Plan & Tran,Assoc Direct of Env Eco Plan & Tran,620.0,1
GB210170629,Connevans Ltd,Connevans Ltd,611.84,17
GB555844021,APEX Radio Systems Ltd,APEX Radio Systems Ltd,604.0,2
167238,Thornton Primary School,Thornton Primary School,600.0,1
160364,The Laurus Trust,The Laurus Trust,600.0,1
GB494013007,BeMore Inspired Limited,BeMore Inspired Limited,600.0,1
GB181899357,Co-operative Press Ltd T/A Co-op Ne,Co-operative Press Ltd T/A Co-op Ne,600.0,1
166226,Emmerson & Ward Productions,Emmerson & Ward Productions,600.0,1
167923,Rachael Turner Therapy,Rachael Turner Therapy,600.0,1
166974,Forward As One CofE MAT,Forward As One CofE MAT,600.0,1
GB165662152,Sefton Council,Larkfield Primary School,600.0,1
GB781785777,Career Connections Ltd,Career Connections Ltd,600.0,1
168317,bMindful Psychology Ltd,bMindful Psychology Ltd,600.0,2
168126,Ladybridge Primary School,Ladybridge Primary School,600.0,1
166301,Clare Mount Specialist Sports Coll,Clare Mount Specialist Sports Coll,600.0,1
167950,Sean Anthony Health & Wellness,Sean Anthony Health & Wellness,599.0,1
GB289016578,The Attachment Research Community,The Attachment Research Community,598.0,1
GB707761524,Jigsaw Homes North - GENERAL,Jigsaw Homes North - GENERAL,596.5600000000001,2
149409,School Energy Matters LtdÂ,School Energy Matters LtdÂ,596.0,4
GB673470227,Edge Hill University,Edge Hill University,592.0,1
162809,Warrington Speak Up,Warrington Speak Up,590.6,5
153324,Altrincham CE Primary School,Altrincham CE Primary School,585.5,1
GB213329300,Pitney Bowes Limited,Pitney Bowes Ltd,582.08,4
GB129798849,Medicstar Ltd T/A Pelican Pharmacy,Medicstar Ltd T/A Pelican Pharmacy,580.07,28
GB670817032,Morelock Signs Ltd,Morelock Signs Ltd,579.64,1
163991,Friends Families and Travellers,Friends Families and Travellers,575.0,1
GB540385554,Improvement & Development Agency,Improvement & Development Agency,568.8,3
167951,Medico Legal UK Chambers Ltd,Medico Legal UK Chambers Ltd,567.0,6
GB654965884,The Homerton Healthcare NHS FT,The Homerton Healthcare NHS FT,565.53,5
GB524965032,Lasa Charity UK Ltd,Lasa Charity UK Ltd,565.0,2
GB153833996,Motion Picture Licensing Company Lt,Motion Picture Licensing Company Lt,564.47,2
GB191691580,Welcare Secure Escorts Ltd,Welcare Secure Escorts Ltd,562.5,3
165695,Quotes on Cards,Quotes on Cards,560.97,5
GB401118852,Clearlands & McNamara's Env Svs Ltd,Clearlands & McNamara's Env Svs Ltd,560.0,1
GB908632026,Medicus Mellitus Ltd,Medicus Mellitus Ltd,554.85,2
GB437822241,Onward Group T/A Onward Homes Ltd,Onward Group T/A Onward Homes Ltd,550.44,1
167861,Britannia Process Servers Ltd,Britannia Process Servers Ltd,550.0,2
GB103561257,Living Wage Foundation,Living Wage Foundation,550.0,1
168244,Liverpool Student Lettings,Liverpool Student Lettings,550.0,1
GB707968101,Unit One Entertainments LLP,Unit One Entertainments LLP,550.0,2
GB345025622,Young Giants Ltd T/A Young Giants,Young Giants Ltd T/A Young Giants,550.0,1
104670,LawGuide Ltd,LawGuide Ltd,547.62,3
168474,Arawak Walton Housing Association L,Arawak Walton Housing Association L,545.83,1
GB330133558,Northern Fix Ltd T/A Ornament Art,Northern Fix Ltd T/A Ornament Art,543.4,3
GB803826340,Garden Court North Chambers,Garden Court North Chambers,540.0,1
GB654947886,The Royal Wolverhampton NHS Trust,The Royal Wolverhampton NHS Trust,536.0,4
GB408232227,Community Bike Kitchen CiC,Community Bike Kitchen CiC,525.0,2
168095,S&G Assessments,S&G Assessments,523.02,2
GB184162995,Symetri Limited,Symetri Limited,518.4,1
GB278202695,Garment Printing Ltd,Garment Printing Ltd,516.0,1
GB143228435,Gardner Mawdsley Print Ltd,Gardner Mawdsley Print Ltd,516.0,2
GB570694713,Bruntwood Management Services Ltd,Unify Energy,515.14,14
168486,Made By Katie Green Ltd,Made By Katie Green Ltd,513.7,3
GB315355616,Smirthwaite Ltd,Prism UK Medical Ltd,506.4,1
116630,North West Parent Partnership Conso,North West Parent Partnership Conso,500.36,2
156151,Salford City Council,Salford City Council,500.25,1
GB200752454,Scintilla Intellectual Property Lim,Scintilla Intellectual Property Lim,500.0,1
104698,Flixton Band,Flixton Band,500.0,1
167023,Donât Go Into The Cellar!,Donât Go Into The Cellar!,500.0,1
GB452213135,DAC Landscape Architecture T/A Dacl,DAC Landscape Architecture T/A Dacl,500.0,1
GB117693203,The Whitehaven Academy,The Whitehaven Academy,500.0,1
158553,Gail Cooke t/a Laughing Dog Music,Gail Cooke t/a Laughing Dog Music,500.0,1
GB215395902,Cold Star Media,Cold Star Media,500.0,1
167609,Winnington Park Community Primary,Winnington Park Community Primary,499.25,2
GB824503940,Remtek Workplace,Remtek Workplace,498.0,2
167726,Intrahealth ltd,Intrahealth ltd,495.64,1
GB104742302,Theatre Royal (Norwich) Services Lt,Theatre Royal (Norwich) Services Lt,494.05,1
GB635908614,Bunzl UK Ltd T/A Care Shop,Bunzl UK Ltd T/A Care Shop,492.58,12
GB851715427,DH Complete Cleaning Contractors,DH Complete Cleaning Contractors,491.0,1
168586,Full Circle Care,Full Circle Care,490.0,1
133090,Institute of Licensing Ltd,Institute of Licensing Ltd,488.0,1
131690,St Albans Church,St Albans Church,480.0,1
GB183194493,RSGB Ltd,RSGB Ltd,475.0,1
GB471206514,Biodiversity Units UK Ltd,Biodiversity Units UK Ltd,469.75,1
GB347630450,Browns Books for Students,Browns Books for Students,464.77000000000004,4
GB708545916,J C Atkinson & Son Ltd,J C Atkinson & Son Ltd,460.0,1
167228,Holly Leaf Assessments Ltd,Holly Leaf Assessments Ltd,460.0,1
GB654349715,Tributes Limited T/A Petributes,Tributes Limited T/A Petributes,459.5,2
GB790209430,Think Employment Limited,Think Employment Limited,458.33,1
GB150486712,Zoolab Ltd,Zoolab Ltd,458.0,2
GB179328036,H C Slingsby Plc,H C Slingsby Plc,457.0,1
GB149193544,Tameside MBC,Oakdale School,454.64,2
GB254375789,Dr Grange and Associates,Dr Grange and Associates,453.6,1
GB410619823,One6th Ltd,One6th Ltd,450.0,1
GB102870639,Beechwood Industries Ltd,Beechwood Industries Ltd,450.0,1
168020,Rodina Music,Rodina Music,450.0,1
GB442138908,Nyammings Catering Ltd,Nyammings Catering Ltd,450.0,1
GB377756636,LARAC Ltd,LARAC Ltd,445.0,1
101883,Humphrey Park Community Association,Humphrey Park Community Association,442.0,3
165529,Little Petals Day Nursery Ltd,Little Petals Day Nursery Ltd,436.0,1
GB856056413,Mind Professionals Ltd,Mind Professionals Ltd,432.0,1
GB848984650,Travel Master (Mcr) Ltd,Travel Master (Mcr) Ltd,425.0,1
GB561017669,Universal Container Services Ltd,Universal Container Services Ltd,425.0,1
GB134622042,Creative Tourist Ltd,Creative Tourist Ltd,420.0,1
GB116071057,Assoc of Advs for Out Learn & Edu V,Assoc of Advs for Out Learn & Edu V,420.0,3
164995,Ali Hamid,Ali Hamid,420.0,14
168566,LP Consultancy Services Ltd,LP Consultancy Services Ltd,419.8,1
GB638764202,Altrincham Garrick Society Limited,Altrincham Garrick Society Limited,416.67,1
152659,Paul Riley t/a Bounce n Paint,Paul Riley t/a Bounce n Paint,416.0,3
113184,Sale Moor Com. Partnership Ltd,Sale Moor Community Partnership Ltd,416.0,3
GB121004491,Double Reed Ltd.,Double Reed Ltd.,415.4,2
GB626640148,Booster Cushion Theatre Ltd,Booster Cushion Theatre Ltd,400.0,1
106644,Bramhall Health Centre,Bramhall Health Centre,400.0,2
168167,Bury Music Service Ltd,Bury Music Service Ltd,400.0,1
GB233105652,ABRSM,ABRSM,400.0,2
GB974974551,Coram Academy Ltd T/A CoramBAAF,Coram Family and Childcare Ltd,399.0,1
165932,Sale Healthcare Ltd (Coppice Pharm),Sale Healthcare Ltd (Coppice Pharm),396.8,25
104861,Stretford Church Hall & Inst Ltd,Stretford Church Hall & Inst Ltd,395.0,3
GB306786049,Garratts,Garratts,390.99,1
GB482021910,Midhurst Clinical Therapeutic S,Midhurst Clinical Therapeutic S,390.0,1
158226,Bernie Ryan Consultant Ltd,Bernie Ryan Consultant Ltd,390.0,1
GB930365537,Julie Stirpe Associates Ltd,Julie Stirpe Associates Ltd,390.0,1
GB904444834,Chart Institute of Legal Executives,Chart Institute of Legal Executives,387.0,1
GB240193143,Restore Datashred,Restore Datashred,385.95,3
GB285497155,Genuine Property Investments Ltd,Genuine Property Investments Ltd,380.0,1
167308,Royal Princess Parties UK,Royal Princess Parties UK,380.0,2
GB654943996,Mersey and West Lancs NHS Trust,Mersey and West Lancs NHS Trust,379.0,6
GB781688969,Richard L Thomas Associates Ltd,Richard L Thomas Associates Ltd,375.0,2
GB607979689,EBSCO Information Services,EBSCO Information Services,366.0,4
GB362012792,Asda Pharmacy (Trafford Park),Asda Pharmacy (Trafford Park),365.07,17
GB345808580,FUJ LTD,FUJ LTD,365.0,1
GB709814028,West Mercia Enforcement,West Mercia Enforcement,360.71,1
GB422941409,Drawing Board Productions CIC,Drawing Board Productions CIC,360.0,2
166182,A.S.H. (UK) Process Servers Ltd,A.S.H. (UK) Process Servers Ltd,360.0,6
110944,3rd Davyhulme Scout and Guide Band,3rd Davyhulme Scout and Guide Band,350.0,1
GB252641517,BagThing Ltd,BagThing Ltd,350.0,2
